Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,paint_color,Brand_id,Model_id,Fuel_Type_id,Transmission_id,Owner_Type_id,paint_color_id
Honda,City,2015,32000,Petrol,Manual,First,18,1497,5,550000,white,9,44,4,1,0,10
Ford,Figo,2016,29875,Petrol,Manual,First,18,1196,5,484999,white,8,77,4,1,0,10
Maruti,Vitara,2018,32539,Diesel,Manual,First,24,1248,5,839000,white,18,186,1,1,0,10
Renault,Duster,2015,83090,Diesel,Manual,First,19,1461,5,799000,black,24,57,1,1,0,0
Hyundai,i20,2016,62679,Diesel,Manual,First,21,1396,5,695000,black,10,210,1,1,0,0
Mahindra,Logan,2010,93000,Petrol,Manual,First,16,1390,5,150000,white,17,109,4,1,0,10
Honda,City,2006,44000,Petrol,Manual,First,18,1497,5,155000,white,9,44,4,1,0,10
Ford,Figo,2010,78400,Petrol,Manual,Second,16,1196,5,275000,white,8,77,4,1,2,10
Renault,Duster,2014,71300,Petrol,Manual,First,13,1598,5,425000,white,24,57,4,1,0,10
Hyundai,i10,2015,18000,Petrol,Manual,First,20,1197,5,285000,black,10,209,4,1,0,0
Land,Rover,2019,24013,Diesel,Automatic,First,13,1999,7,5614000,silver,16,146,1,0,0,9
Audi,Q5,2009,99100,Petrol,Automatic,Second,10,1984,5,1000000,blue,1,136,4,0,2,1
Maruti,Versa,2003,62000,Petrol,Manual,Second,11,1298,8,125000,silver,18,185,4,1,2,9
Maruti,Swift,2017,14000,Diesel,Manual,First,27,1248,5,750000,grey,18,169,1,1,0,5
Audi,A4,2015,44811,Diesel,Automatic,First,17,1968,5,2581000,grey,1,10,1,0,0,5
Volkswagen,Polo,2014,44000,Petrol,Manual,First,16,1198,5,430000,black,29,131,4,1,0,0
Toyota,Fortuner,2010,136000,Diesel,Manual,Second,12,2982,7,1100000,black,28,79,1,1,2,0
Toyota,Fortuner,2010,144113,Diesel,Manual,Second,12,2982,7,1175000,black,28,79,1,1,2,0
Honda,Aord,2012,94989,Petrol,Manual,First,13,2354,5,658000,silver,9,18,4,1,0,9
Maruti,Swift,2012,58133,Diesel,Manual,First,23,1248,5,480000,silver,18,169,1,1,0,9
Skoda,Fabia,2008,61000,Petrol,Manual,Second,18,1198,5,165000,white,25,75,4,1,2,10
Jeep,Compass,2017,27000,Diesel,Manual,First,17,1956,5,1500000,white,14,48,1,1,0,10
Tata,Nano,2014,18050,Petrol,Manual,Second,25,624,4,100000,white,27,117,4,1,2,10
Ford,Fiesta,2007,145277,Petrol,Manual,First,15,1596,5,165000,white,8,76,4,1,0,10
Maruti,Celerio,2015,42000,Diesel,Manual,First,28,793,5,360000,silver,18,42,1,1,0,9
Toyota,Fortuner,2011,86000,Diesel,Manual,First,12,2982,7,1150000,white,28,79,1,1,0,10
Maruti,Celerio,2015,42150,Diesel,Manual,First,28,793,5,360000,white,18,42,1,1,0,10
Hyundai,EON,2015,30158,Petrol,Manual,First,21,814,5,305000,white,10,61,4,1,0,10
Ford,Fiesta,2011,47000,Diesel,Manual,Second,24,1498,5,600000,white,8,76,1,1,2,10
Volkswagen,Polo,2013,39000,Petrol,Manual,First,16,1198,5,375000,white,29,131,4,1,0,10
Volkswagen,Polo,2016,32125,Petrol,Manual,First,16,1199,5,617000,white,29,131,4,1,0,10
Maruti,Vitara,2017,58829,Diesel,Manual,First,24,1248,5,905000,white,18,186,1,1,0,10
Honda,Brio,2013,67559,Petrol,Manual,First,19,1198,5,405000,white,9,31,4,1,0,10
Maruti,Swift,2013,55000,Petrol,Manual,First,18,1298,5,425000,silver,18,169,4,1,0,9
Maruti,Celerio,2018,30000,Petrol,Manual,First,23,998,5,375000,silver,18,42,4,1,0,9
Hyundai,Creta,2016,28000,Petrol,Automatic,First,13,1591,5,1185000,silver,10,53,4,0,0,9
Ford,Ecosport,2016,31826,Diesel,Manual,First,23,1498,5,824000,blue,8,63,1,1,0,1
Maruti,Swift,2016,64000,Diesel,Manual,First,18,1248,5,599000,silver,18,169,1,1,0,9
Honda,CR-V,2008,100009,Petrol,Manual,Second,13,1997,5,650000,silver,9,35,4,1,2,9
Land,Rover,2019,17201,Diesel,Automatic,First,13,2179,7,5891000,silver,16,146,1,0,0,9
Mahindra,XUV500,2014,74345,Diesel,Manual,First,15,2179,7,800000,silver,17,201,1,1,0,9
Volkswagen,Polo,2015,58134,Petrol,Manual,First,16,1198,5,463999,silver,29,131,4,1,0,9
Hyundai,i10,2010,30566,Petrol,Automatic,First,19,1197,5,332000,silver,10,209,4,0,0,9
Hyundai,i10,2012,55231,Petrol,Manual,Second,20,1197,5,278000,silver,10,209,4,1,2,9
Chevrolet,Cruze,2016,67774,Diesel,Automatic,First,15,1998,5,894999,silver,4,55,1,0,0,9
Mercedes-Benz,E-Class,2013,50319,Petrol,Automatic,First,12,1991,5,2195000,silver,19,60,4,0,0,9
Hyundai,Sonata,2013,45000,Petrol,Manual,First,12,2359,5,790000,silver,10,163,4,1,0,9
Mercedes-Benz,New,2007,43627,Petrol,Automatic,First,12,1796,5,2900000,silver,19,118,4,0,0,9
Volkswagen,Polo,2013,45000,Diesel,Manual,First,22,1199,5,325000,silver,29,131,1,1,0,9
Honda,City,2014,10500,Petrol,Manual,First,17,1497,5,590000,white,9,44,4,1,0,10
Maruti,Vitara,2017,21789,Diesel,Manual,First,24,1248,5,988000,white,18,186,1,1,0,10
Hyundai,Elite,2019,21134,Petrol,Manual,First,19,1197,5,877999,white,10,66,4,1,0,10
Tata,New,2011,90000,Diesel,Manual,Second,14,2179,7,275000,white,27,118,1,1,2,10
Nissan,Sunny,2014,51553,Diesel,Manual,First,22,1461,5,598000,white,22,167,1,1,0,10
BMW,3,2011,31000,Petrol,Automatic,First,11,2497,5,3100000,white,2,2,4,0,0,10
Toyota,Corolla,2011,67422,Petrol,Manual,Second,15,1798,5,355000,blue,28,51,4,1,2,1
Hyundai,Verna,2015,60519,Diesel,Manual,First,22,1582,5,624000,blue,10,184,1,1,0,1
Maruti,Swift,2009,34000,Diesel,Manual,First,19,1248,5,219000,white,18,169,1,1,0,10
Maruti,Dzire,2013,68434,Diesel,Manual,First,28,1248,5,550000,white,18,58,1,1,0,10
Maruti,Alto,2014,17000,Petrol,Manual,First,24,998,5,210000,white,18,15,4,1,0,10
Jaguar,XJ,2011,43686,Petrol,Automatic,First,11,5000,4,5066000,white,13,199,4,0,0,10
Mercedes-Benz,New,2012,22000,Diesel,Automatic,First,15,2143,5,1400000,white,19,118,1,0,0,10
Hyundai,Verna,2013,79225,Diesel,Manual,First,22,1582,5,550000,white,10,184,1,1,0,10
Chevrolet,Aveo,2007,63000,Petrol,Manual,Third,14,1598,5,120000,white,4,20,4,1,3,10
Maruti,Swift,2014,61922,Petrol,Manual,First,20,1197,5,530000,white,18,169,4,1,0,10
Hyundai,Verna,2015,85000,Diesel,Manual,First,24,1582,5,630000,white,10,184,1,1,0,10
Mercedes-Benz,GLC,2017,26192,Diesel,Automatic,First,18,2143,5,4047000,white,19,85,1,0,0,10
Toyota,Fortuner,2013,65000,Diesel,Manual,First,13,2982,7,1610000,white,28,79,1,1,0,10
Audi,Q5,2014,44999,Diesel,Automatic,First,13,1968,5,2500000,white,1,136,1,0,0,10
BMW,3,2008,81308,Diesel,Automatic,Second,13,1995,5,795000,white,2,2,1,0,2,10
Maruti,Alto,2016,35000,Petrol,Manual,First,25,796,5,265000,white,18,15,4,1,0,10
Maruti,Alto,2012,65349,Petrol,Manual,First,21,998,5,281000,white,18,15,4,1,0,10
Audi,A4,2012,80000,Petrol,Automatic,First,16,1798,5,1750000,white,1,10,4,0,0,10
Maruti,Swift,2012,61000,Petrol,Manual,First,16,1197,5,330000,white,18,169,4,1,0,10
Maruti,Wagon R,2019,31817,Petrol,Manual,First,23,998,5,534000,white,18,189,4,1,0,10
Skoda,Rapid,2016,41000,Diesel,Manual,First,21,1498,5,850000,white,25,142,1,1,0,10
Honda,Jazz,2010,82606,Petrol,Manual,Second,16,1198,5,269000,silver,9,99,4,1,2,9
Mahindra,XUV500,2015,52000,Diesel,Manual,First,16,2179,7,1150000,white,17,201,1,1,0,10
Maruti,Ritz,2011,50318,Petrol,Manual,First,19,1197,5,405999,blue,18,145,4,1,0,1
Mercedes-Benz,GLE,2016,50000,Diesel,Automatic,First,18,2143,5,4900000,white,19,86,1,0,0,10
Skoda,Rapid,2012,72000,Diesel,Manual,First,21,1598,5,459999,custom,25,142,1,1,0,3
Hyundai,Grand,2015,63776,Diesel,Manual,First,24,1120,5,396000,custom,10,91,1,1,0,3
Hyundai,Elite,2015,28133,Petrol,Manual,First,19,1197,5,560000,custom,10,66,4,1,0,3
Tata,Zest,2017,45000,Diesel,Manual,First,23,1248,5,375000,silver,27,208,1,1,0,9
Hyundai,i20,2015,55697,Diesel,Manual,First,23,1396,5,550000,silver,10,210,1,1,0,9
Skoda,Rapid,2012,62000,Diesel,Manual,Second,21,1598,5,300000,white,25,142,1,1,2,10
Fiat,Linea,2011,48000,Petrol,Manual,First,16,1368,5,300000,black,6,107,4,1,0,0
Maruti,Swift,2010,90246,Petrol,Manual,First,16,1298,5,295000,white,18,169,4,1,0,10
Tata,Indica,2015,80500,Diesel,Manual,First,25,1396,5,245000,white,27,96,1,1,0,10
Mercedes-Benz,New,2012,119000,Diesel,Automatic,First,15,2143,5,1399000,black,19,118,1,0,0,0
Mercedes-Benz,GLE,2016,28541,Diesel,Automatic,First,12,2987,5,6075000,silver,19,86,1,0,0,9
Hyundai,Santro,2008,45500,Petrol,Manual,Second,0,1086,5,117000,silver,10,159,4,1,2,9
Honda,City,2012,41000,Petrol,Manual,Second,17,1497,5,450000,white,9,44,4,1,2,10
Hyundai,i20,2010,58000,Petrol,Manual,Second,19,1197,5,250000,black,10,210,4,1,2,0
Toyota,Fortuner,2015,99000,Diesel,Manual,First,13,2982,7,2050000,red,28,79,1,1,0,8
Hyundai,Grand,2014,31200,Petrol,Manual,First,19,1197,5,390000,white,10,91,4,1,0,10
Volkswagen,Jetta,2009,85000,Diesel,Manual,Second,15,1896,5,350000,green,29,101,1,1,2,4
Ford,EcoSport,2016,60924,Petrol,Automatic,First,16,1499,5,830000,green,8,62,4,0,0,4
Hyundai,EON,2012,45000,Petrol,Manual,First,21,814,5,250000,black,10,61,4,1,0,0
Nissan,Micra,2011,44000,Petrol,Automatic,First,19,1198,5,265000,white,22,113,4,0,0,10
Honda,Jazz,2016,30534,Petrol,Automatic,First,19,1199,5,742000,silver,9,99,4,0,0,9
Volkswagen,Polo,2016,46399,Petrol,Manual,First,16,1198,5,463000,silver,29,131,4,1,0,9
Maruti,Alto,2008,42000,Petrol,Manual,First,20,796,5,109000,black,18,15,4,1,0,0
Hyundai,Verna,2011,67000,Diesel,Manual,First,22,1582,5,380000,black,10,184,1,1,0,0
Mercedes-Benz,E-Class,2013,58000,Diesel,Automatic,First,10,2148,5,1575000,black,19,60,1,0,0,0
Tata,Zest,2015,27000,Petrol,Manual,First,18,1193,5,527000,white,27,208,4,1,0,10
Honda,Brio,2012,39566,Petrol,Manual,Second,18,1198,5,275000,black,9,31,4,1,2,0
Honda,Jazz,2016,14980,Diesel,Manual,First,27,1498,5,740000,black,9,99,1,1,0,0
Maruti,Alto,2017,18491,Petrol,Automatic,First,24,998,5,390000,red,18,15,4,0,0,8
Maruti,Zen,2000,90000,Petrol,Manual,Second,17,993,5,70000,red,18,207,4,1,2,8
Hyundai,i20,2015,118211,Diesel,Manual,First,23,1396,5,590000,red,10,210,1,1,0,8
Maruti,SX4,2016,63316,Diesel,Manual,First,23,1598,5,958000,red,18,155,1,1,0,8
Mercedes-Benz,E-Class,2014,42000,Diesel,Automatic,First,14,2143,5,2495000,red,19,60,1,0,0,8
Chevrolet,Enjoy,2015,25648,Petrol,Manual,First,14,1399,7,429000,red,4,68,4,1,0,8
Mercedes-Benz,E-Class,2011,67612,Diesel,Automatic,Second,14,2143,5,1150000,black,19,60,1,0,2,0
Mahindra,XUV500,2016,33000,Diesel,Manual,First,16,2179,7,965000,white,17,201,1,1,0,10
Hyundai,i10,2015,20000,Petrol,Manual,First,20,1197,5,375000,grey,10,209,4,1,0,5
Hyundai,Getz,2007,143000,Petrol,Manual,Second,14,1341,5,110000,silver,10,90,4,1,2,9
Audi,Q7,2014,118218,Diesel,Automatic,First,12,2967,7,3141000,blue,1,137,1,0,0,1
Mahindra,Scorpio,2012,99000,Diesel,Manual,Third,12,2179,8,600000,custom,17,161,1,1,3,3
Honda,Jazz,2016,22700,Petrol,Manual,First,19,1199,5,555000,white,9,99,4,1,0,10
Tata,Safari,2017,28000,Diesel,Manual,First,14,2179,7,1091000,white,27,156,1,1,0,10
Mahindra,XUV500,2014,62000,Diesel,Manual,First,15,2179,7,725000,white,17,201,1,1,0,10
Volkswagen,Polo,2012,107023,Diesel,Manual,First,22,1199,5,390000,white,29,131,1,1,0,10
Maruti,Swift,2012,71082,Diesel,Manual,First,19,1248,5,395000,black,18,169,1,1,0,0
Audi,Q3,2013,60000,Diesel,Automatic,First,16,1968,5,2200000,silver,1,135,1,0,0,9
Maruti,Celerio,2014,21701,Petrol,Manual,First,23,998,5,338000,silver,18,42,4,1,0,9
Honda,City,2011,56000,Petrol,Manual,First,17,1497,5,345000,green,9,44,4,1,0,4
Hyundai,i20,2016,32450,Petrol,Manual,First,19,1197,5,575000,blue,10,210,4,1,0,1
Renault,KWID,2016,12500,Petrol,Manual,First,25,799,5,275000,black,24,103,4,1,0,0
Mercedes-Benz,CLA,2019,20483,Diesel,Automatic,First,18,2143,5,3030000,white,19,33,1,0,0,10
Ford,Ecosport,2014,45800,Diesel,Manual,First,23,1498,5,750000,white,8,63,1,1,0,10
Hyundai,i20,2015,35441,Petrol,Manual,First,19,1197,5,687000,black,10,210,4,1,0,0
Toyota,Innova,2015,86398,Diesel,Manual,First,13,2494,7,1520000,black,28,98,1,1,0,0
Nissan,Sunny,2012,150000,Diesel,Manual,First,22,1461,5,350000,grey,22,167,1,1,0,5
Maruti,Swift,2014,89000,Diesel,Manual,First,25,1248,5,585000,grey,18,169,1,1,0,5
Maruti,A-Star,2010,68375,Petrol,Manual,First,19,998,5,250000,blue,18,8,4,1,0,1
Maruti,Swift,2013,52000,Petrol,Manual,First,19,1197,5,395000,blue,18,169,4,1,0,1
Mercedes-Benz,CLA,2017,39000,Diesel,Automatic,First,18,2143,5,2700000,silver,19,33,1,0,0,9
Maruti,Ertiga,2014,68000,Petrol,Manual,Second,16,1373,7,675000,white,18,69,4,1,2,10
Maruti,Wagon R,2007,71000,Petrol,Manual,Second,19,998,5,150000,red,18,189,4,1,2,8
Volkswagen,Polo,2012,72003,Diesel,Manual,First,22,1199,5,390000,red,29,131,1,1,0,8
Ford,Ecosport,2014,135670,Diesel,Manual,First,23,1498,5,655000,brown,8,63,1,1,0,2
Honda,City,2017,65850,Diesel,Manual,First,25,1498,5,944000,brown,9,44,1,1,0,2
Toyota,Corolla,2015,53920,Petrol,Manual,First,14,1798,5,1077000,brown,28,51,4,1,0,2
Mahindra,XUV500,2014,58000,Diesel,Manual,First,15,2179,7,750000,brown,17,201,1,1,0,2
Maruti,Alto,2016,4000,Petrol,Manual,First,25,796,5,300000,brown,18,15,4,1,0,2
BMW,5,2010,58000,Diesel,Automatic,First,19,2993,5,1175000,brown,2,3,1,0,0,2
Hyundai,EON,2016,29832,Petrol,Manual,First,21,814,5,329000,brown,10,61,4,1,0,2
Maruti,Swift,2016,71156,Diesel,Manual,First,27,1248,5,650000,brown,18,169,1,1,0,2
Maruti,Celerio,2015,64687,CNG,Manual,First,32,998,5,380000,brown,18,42,0,1,0,2
Audi,A4,2011,54000,Diesel,Automatic,First,17,1968,5,1800000,brown,1,10,1,0,0,2
Skoda,Superb,2009,75000,Petrol,Automatic,Second,14,1798,5,495000,white,25,168,4,0,2,10
Tata,Zest,2015,39208,Petrol,Manual,First,18,1193,5,451999,white,27,208,4,1,0,10
Force,One,2014,41000,Diesel,Manual,First,17,2149,7,800000,white,7,123,1,1,0,10
Honda,City,2013,38622,Petrol,Manual,First,17,1497,5,626000,white,9,44,4,1,0,10
Nissan,Sunny,2016,18000,Petrol,Manual,First,17,1498,5,750000,brown,22,167,4,1,0,2
Maruti,Swift,2012,52000,Petrol,Manual,First,16,0,0,365000,red,18,169,4,1,0,8
Volkswagen,Vento,2011,45000,Petrol,Automatic,First,14,1598,5,335000,white,29,181,4,0,0,10
Hyundai,Verna,2014,48656,Petrol,Automatic,First,16,1591,5,550000,white,10,184,4,0,0,10
Hyundai,Verna,2012,79000,Diesel,Automatic,First,22,1582,5,525000,white,10,184,1,0,0,10
Audi,A4,2012,88000,Diesel,Automatic,First,17,1968,5,1625000,white,1,10,1,0,0,10
Maruti,SX4,2009,92000,Petrol,Manual,First,16,1586,5,270000,black,18,155,4,1,0,0
Ford,Endeavour,2019,9000,Diesel,Automatic,First,13,2198,7,3290000,white,8,67,1,0,0,10
Maruti,Swift,2008,50121,Petrol,Manual,First,20,1197,5,341000,silver,18,169,4,1,0,9
Hyundai,Grand,2014,79000,Diesel,Manual,First,24,1120,5,415000,silver,10,91,1,1,0,9
Volkswagen,Polo,2014,46000,Diesel,Manual,Second,20,1498,5,590000,silver,29,131,1,1,2,9
Mercedes-Benz,E-Class,2012,100000,Petrol,Automatic,First,10,2496,5,1150000,silver,19,60,4,0,0,9
Hyundai,i20,2015,41000,Petrol,Manual,First,19,1197,5,475000,silver,10,210,4,1,0,9
Maruti,Alto,2015,25000,Petrol,Automatic,First,24,998,5,350000,black,18,15,4,0,0,0
Maruti,Ertiga,2014,71899,Diesel,Manual,First,21,1248,7,725000,silver,18,69,1,1,0,9
Maruti,Celerio,2016,7100,Petrol,Automatic,First,23,998,5,434999,red,18,42,4,0,0,8
Renault,KWID,2018,38171,Petrol,Automatic,Second,23,999,5,499000,red,24,103,4,0,2,8
Mahindra,Scorpio,2013,70359,Diesel,Manual,First,12,2179,8,765000,red,17,161,1,1,0,8
Toyota,Innova,2011,200000,Diesel,Manual,First,13,2494,7,900000,red,28,98,1,1,0,8
Volkswagen,Polo,2017,26969,Diesel,Manual,First,22,1199,5,690000,red,29,131,1,1,0,8
Ford,Figo,2011,56500,Diesel,Manual,First,20,1399,5,290000,red,8,77,1,1,0,8
Nissan,Terrano,2014,40000,Diesel,Manual,First,20,1461,5,575000,red,22,174,1,1,0,8
Force,One,2014,41000,Diesel,Manual,First,17,2200,7,800000,red,7,123,1,1,0,8
Renault,KWID,2017,53105,Petrol,Automatic,First,23,999,5,441000,red,24,103,4,0,0,8
Skoda,Rapid,2013,23000,Diesel,Manual,First,21,1498,5,495000,green,25,142,1,1,0,4
Mahindra,XUV500,2016,80999,Diesel,Automatic,First,16,2179,7,1440000,blue,17,201,1,0,0,1
Ford,Figo,2012,82000,Diesel,Manual,First,20,1399,5,295000,blue,8,77,1,1,0,1
Mahindra,Bolero,2017,68557,Diesel,Manual,First,16,2523,7,814000,blue,17,28,1,1,0,1
Volkswagen,Vento,2016,34000,Diesel,Manual,First,21,1498,5,844999,blue,29,181,1,1,0,1
Toyota,Innova,2015,77000,Diesel,Manual,First,13,2494,8,1250000,white,28,98,1,1,0,10
Mahindra,XUV500,2012,48000,Diesel,Manual,First,15,2179,7,650000,white,17,201,1,1,0,10
Ford,Ecosport,2015,28232,Petrol,Manual,Second,16,1499,5,772000,white,8,63,4,1,2,10
Volkswagen,Jetta,2011,110000,Diesel,Automatic,First,17,1968,5,800000,black,29,101,1,0,0,0
Tata,New,2009,120000,Diesel,Manual,Second,14,2179,7,300000,black,27,118,1,1,2,0
BMW,3,2013,49000,Diesel,Automatic,First,8,2993,4,2900000,silver,2,2,1,0,0,9
Volkswagen,Polo,2014,22000,Petrol,Manual,First,16,1198,5,411000,silver,29,131,4,1,0,9
Hyundai,i20,2015,14925,Petrol,Manual,First,19,1197,5,537000,black,10,210,4,1,0,0
Maruti,Ertiga,2013,75000,Diesel,Manual,First,21,1248,7,655000,black,18,69,1,1,0,0
Honda,City,2015,23000,Petrol,Manual,First,17,1497,5,700000,blue,9,44,4,1,0,1
Honda,City,2014,57000,Petrol,Manual,First,17,1497,5,548000,silver,9,44,4,1,0,9
Volkswagen,Jetta,2013,76718,Diesel,Automatic,First,17,1968,5,651000,black,29,101,1,0,0,0
Honda,Amaze,2016,138000,Diesel,Manual,First,26,1498,5,515000,black,9,16,1,1,0,0
Mahindra,XUV500,2013,140000,Diesel,Manual,Second,15,2179,7,900000,black,17,201,1,1,2,0
Toyota,Corolla,2008,110000,Petrol,Automatic,Second,15,1798,5,275000,black,28,51,4,0,2,0
Hyundai,Santro,2005,126000,Petrol,Manual,Second,17,1086,5,120000,black,10,159,4,1,2,0
BMW,3,2012,73000,Diesel,Automatic,First,23,1995,5,1250000,black,2,2,1,0,0,0
Ford,EcoSport,2017,63423,Diesel,Manual,First,23,1498,5,769000,black,8,62,1,1,0,0
Hyundai,i20,2013,62132,Petrol,Manual,First,19,1197,5,457000,black,10,210,4,1,0,0
Honda,City,2013,51000,Petrol,Automatic,First,17,1497,5,450000,blue,9,44,4,0,0,1
Maruti,Ritz,2015,75000,Diesel,Manual,First,23,1248,5,490000,blue,18,145,1,1,0,1
Hyundai,i10,2008,55410,Petrol,Manual,First,20,1086,5,165000,blue,10,209,4,1,0,1
Chevrolet,Sail,2015,41000,Petrol,Manual,First,18,1199,5,325000,white,4,157,4,1,0,10
Hyundai,Verna,2012,45000,Diesel,Manual,First,22,1582,5,625000,brown,10,184,1,1,0,2
Hyundai,Creta,2018,53322,Petrol,Manual,First,16,1591,5,1213000,white,10,53,4,1,0,10
Chevrolet,Sail,2013,48000,Petrol,Manual,First,18,1199,5,325000,blue,4,157,4,1,0,1
Audi,Q5,2013,72000,Diesel,Automatic,First,14,1968,5,2900000,blue,1,136,1,0,0,1
Honda,City,2013,50266,Petrol,Manual,First,17,1497,5,553000,blue,9,44,4,1,0,1
Ford,EcoSport,2017,21800,Petrol,Manual,First,17,1497,5,875000,blue,8,62,4,1,0,1
Audi,Q7,2014,45000,Diesel,Automatic,Second,12,2967,7,3790000,white,1,137,1,0,2,10
Hyundai,i10,2010,62000,Petrol,Manual,First,20,1197,5,240000,black,10,209,4,1,0,0
Hyundai,i20,2014,41681,Petrol,Manual,First,17,1197,5,455000,white,10,210,4,1,0,10
Maruti,Swift,2011,69313,Petrol,Manual,Second,18,1197,5,265000,white,18,169,4,1,2,10
Tata,Indica,2017,49000,Diesel,Manual,Second,25,1396,5,160000,silver,27,96,1,1,2,9
BMW,5,2012,40471,Diesel,Automatic,Second,16,2993,5,2572000,black,2,3,1,0,2,0
Maruti,Swift,2013,60000,Diesel,Manual,First,23,1248,5,415000,brown,18,169,1,1,0,2
Ford,Freestyle,2018,1001,Petrol,Manual,First,19,1194,5,723000,black,8,81,4,1,0,0
Hyundai,Verna,2008,38000,Petrol,Manual,Second,14,1599,5,260000,white,10,184,4,1,2,10
BMW,3,2008,66000,Diesel,Automatic,Second,16,1995,5,725000,silver,2,2,1,0,2,9
Toyota,Innova,2017,33901,Diesel,Manual,First,13,2494,8,1429000,silver,28,98,1,1,0,9
Mercedes-Benz,New,2011,57000,Diesel,Automatic,Second,15,2143,5,1725000,blue,19,118,1,0,2,1
Hyundai,Elantra,2013,170000,Diesel,Manual,First,23,1582,5,750000,white,10,65,1,1,0,10
Maruti,Ritz,2014,60000,Diesel,Manual,First,23,1248,5,434999,silver,18,145,1,1,0,9
Maruti,Vitara,2016,85000,Diesel,Manual,First,24,1248,5,890000,white,18,186,1,1,0,10
Hyundai,Xcent,2016,146000,Petrol,Manual,Second,19,1197,5,350000,white,10,202,4,1,2,10
Honda,City,2014,56002,Diesel,Manual,First,26,1498,5,610000,grey,9,44,1,1,0,5
Renault,KWID,2016,8554,Petrol,Manual,First,25,799,5,320000,brown,24,103,4,1,0,2
Toyota,Etios,2014,62322,Diesel,Manual,First,24,1364,5,490000,brown,28,72,1,1,0,2
Maruti,Alto,2015,37929,Petrol,Manual,First,24,998,5,369000,brown,18,15,4,1,0,2
Tata,Tiago,2016,5400,Petrol,Manual,First,24,1199,5,398000,brown,27,176,4,1,0,2
Hyundai,i20,2013,60000,Diesel,Manual,First,22,1396,5,295000,white,10,210,1,1,0,10
Audi,A4,2014,55730,Diesel,Automatic,First,17,1968,5,1521000,silver,1,10,1,0,0,9
Maruti,Swift,2015,62000,Diesel,Manual,First,28,1248,5,630000,black,18,169,1,1,0,0
Volkswagen,Ameo,2017,14576,Petrol,Manual,First,17,1198,5,669000,red,29,17,4,1,0,8
Honda,BRV,2017,17000,Petrol,Automatic,First,16,1497,7,950000,red,9,24,4,0,0,8
Hyundai,i20,2009,28000,Petrol,Manual,First,17,1197,5,265000,black,10,210,4,1,0,0
Hyundai,Santa,2012,58200,Diesel,Manual,First,15,2199,7,750000,black,10,158,1,1,0,0
Honda,City,2002,53000,Petrol,Manual,Second,0,0,0,185000,black,9,44,4,1,2,0
Maruti,Celerio,2018,12278,Petrol,Automatic,First,23,998,5,563000,white,18,42,4,0,0,10
Hyundai,Creta,2018,17665,Petrol,Manual,First,16,1591,5,1178000,white,10,53,4,1,0,10
Tata,Indica,2004,200000,Diesel,Manual,Second,18,1396,5,85000,white,27,96,1,1,2,10
Volkswagen,Vento,2011,55893,Petrol,Manual,First,15,1598,5,335000,white,29,181,4,1,0,10
Maruti,Celerio,2015,60586,Petrol,Manual,First,23,998,5,411000,white,18,42,4,1,0,10
Mercedes-Benz,CLA,2015,13500,Diesel,Automatic,First,18,2143,5,2551000,white,19,33,1,0,0,10
Maruti,Alto,2017,30000,Petrol,Manual,First,23,796,5,310000,white,18,15,4,1,0,10
Ford,Endeavour,2018,12000,Diesel,Automatic,First,11,3198,7,3350000,white,8,67,1,0,0,10
Tata,Zest,2017,65000,Petrol,Manual,First,18,1193,5,480000,white,27,208,4,1,0,10
Volkswagen,Vento,2014,38000,Petrol,Manual,First,16,1598,5,349000,white,29,181,4,1,0,10
Maruti,Ertiga,2012,25000,Petrol,Manual,Second,18,1373,7,515000,custom,18,69,4,1,2,3
Mercedes-Benz,M-Class,2011,100000,Diesel,Automatic,First,14,2987,5,1441000,custom,19,110,1,0,0,3
Volkswagen,Polo,2014,13710,Petrol,Manual,First,16,1199,5,475000,custom,29,131,4,1,0,3
Toyota,Fortuner,2015,100000,Diesel,Automatic,First,13,2982,7,1900000,custom,28,79,1,0,0,3
Maruti,Celerio,2017,17000,Petrol,Manual,First,23,998,5,490000,grey,18,42,4,1,0,5
BMW,3,2008,89000,Diesel,Automatic,Second,16,1995,4,630000,white,2,2,1,0,2,10
Honda,City,2006,100173,Petrol,Manual,Second,17,1497,5,240000,white,9,44,4,1,2,10
Mitsubishi,Cedia,2009,97000,Petrol,Manual,First,13,1999,5,300000,white,21,41,4,1,0,10
Renault,Pulse,2016,40190,Petrol,Manual,First,18,1198,5,425000,silver,24,133,4,1,0,9
Volkswagen,Polo,2016,29647,Diesel,Manual,First,20,1498,5,630000,silver,29,131,1,1,0,9
Maruti,Baleno,2018,43639,Petrol,Manual,First,21,998,5,815000,silver,18,25,4,1,0,9
Hyundai,i10,2012,37333,Petrol,Manual,First,20,1197,5,322000,silver,10,209,4,1,0,9
Hyundai,i20,2018,48407,Petrol,Manual,First,19,1197,5,765000,silver,10,210,4,1,0,9
BMW,Z4,2011,25000,Petrol,Automatic,First,10,2979,2,3000000,silver,2,206,4,0,0,9
Hyundai,i10,2010,72400,Petrol,Manual,Second,20,1197,5,229999,silver,10,209,4,1,2,9
Mini,Cooper,2012,18000,Petrol,Automatic,First,14,1598,4,2200000,silver,20,50,4,0,0,9
Honda,Brio,2012,65167,Petrol,Manual,First,19,1198,5,328000,green,9,31,4,1,0,4
